# [0]VOLTS  [1]isub_xnmos_d  [2]isub_xpmos_d 
 1.400000e-01  1.464466e-08  -5.797030e-14 
 1.500000e-01  1.780782e-08  -5.702661e-14 
 1.600000e-01  2.097097e-08  -5.607737e-14 
 1.700000e-01  2.413413e-08  -5.513368e-14 
 1.800000e-01  2.729728e-08  -5.418999e-14 
 1.900000e-01  3.046042e-08  -5.324074e-14 
 2.000000e-01  3.362357e-08  -5.229705e-14 
 2.100000e-01  6.405639e-08  -4.956591e-14 
 2.200000e-01  9.449077e-08  -4.684031e-14 
 2.300000e-01  1.249249e-07  -4.410916e-14 
 2.400000e-01  1.553587e-07  -4.137801e-14 
 2.500000e-01  1.857922e-07  -3.865241e-14 
 2.600000e-01  2.162255e-07  -3.592126e-14 
 2.700000e-01  2.466585e-07  -3.319012e-14 
 2.800000e-01  2.770912e-07  -3.045897e-14 
 2.900000e-01  3.075236e-07  -2.773337e-14 
 3.000000e-01  3.379558e-07  -2.500222e-14 
 3.100000e-01  4.264052e-07  -2.277622e-14 
 3.200000e-01  5.148916e-07  -2.055023e-14 
 3.300000e-01  6.033755e-07  -1.832423e-14 
 3.400000e-01  6.918571e-07  -1.609268e-14 
 3.500000e-01  7.803364e-07  -1.386669e-14 
 3.600000e-01  8.688133e-07  -1.164069e-14 
 3.700000e-01  9.572879e-07  -9.414692e-15 
 3.800000e-01  1.045760e-06  -7.188694e-15 
 3.900000e-01  1.134230e-06  -4.962697e-15 
 4.000000e-01  1.222697e-06  -2.731149e-15 
 4.100000e-01  1.324709e-06  -2.475797e-15 
 4.200000e-01  1.426749e-06  -2.220446e-15 
 4.300000e-01  1.528786e-06  -1.965095e-15 
 4.400000e-01  1.630819e-06  -1.709743e-15 
 4.500000e-01  1.732848e-06  -1.454392e-15 
 4.600000e-01  1.834873e-06  -1.199041e-15 
 4.700000e-01  1.936895e-06  -9.436896e-16 
 4.800000e-01  2.038912e-06  -6.883383e-16 
 4.900000e-01  2.140926e-06  -4.329870e-16 
 5.000000e-01  2.242936e-06  -1.776357e-16 
 5.100000e-01  2.284339e-06  -1.609823e-16 
 5.200000e-01  2.325467e-06  -1.443290e-16 
 5.300000e-01  2.366595e-06  -1.276756e-16 
 5.400000e-01  2.407723e-06  -1.110223e-16 
 5.500000e-01  2.448850e-06  -9.436896e-17 
 5.600000e-01  2.489976e-06  -7.771561e-17 
 5.700000e-01  2.531102e-06  -6.106227e-17 
 5.800000e-01  2.572227e-06  -4.440892e-17 
 5.900000e-01  2.613352e-06  -2.775558e-17 
 6.000000e-01  2.654476e-06  -1.110223e-17 
 6.100000e-01  2.672234e-06  -1.110223e-17 
 6.200000e-01  2.689867e-06  -5.551115e-18 
 6.300000e-01  2.707500e-06  -5.551115e-18 
 6.400000e-01  2.725132e-06  -5.551115e-18 
 6.500000e-01  2.742765e-06  -5.551115e-18 
 6.600000e-01  2.760398e-06  -5.551115e-18 
 6.700000e-01  2.778030e-06  -5.551115e-18 
 6.800000e-01  2.795663e-06  0.000000e+00 
 6.900000e-01  2.813295e-06  0.000000e+00 
 7.000000e-01  2.830927e-06  0.000000e+00 
